Ano	Região	UF	Código do Município	Município	Localização	Dependência Administrativa	Total	Anos Iniciais 	Anos Finais	1º Ano 	2º Ano	3º Ano	4º Ano	5º Ano	6º Ano	7º Ano	8º Ano	9º Ano
2017	Nordeste	PI	2201556	Bela Vista do Piauí	Total	Municipal	0,5	0,3	0,8	2,3	0,0	0,0	0,0	0,0	0,0	3,1	0,0	0,0
2017	Nordeste	PI	2201572	Belém do Piauí	Total	Municipal	0,8	0,3	1,4	1,9	0,0	0,0	0,0	0,0	0,0	3,4	1,6	0,0
2017	Nordeste	PI	2201606	Beneditinos	Total	Municipal	1,6	0,8	2,8	0,0	0,0	2,2	0,9	0,5	4,7	3,4	0,9	1,7
2017	Nordeste	PI	2201705	Bertolínia	Total	Municipal	3,6	1,5	6,5	2,6	0,0	0,0	1,3	3,3	3,9	17,7	0,0	1,9
2017	Nordeste	PI	2201739	Betânia do Piauí	Total	Municipal	1,3	1,9	0,4	5,4	0,8	1,1	0,6	2,4	0,0	0,0	1,1	1,0
2017	Nordeste	PI	2201770	Boa Hora	Total	Municipal	3,8	3,0	4,9	0,8	4,9	2,0	3,2	4,2	8,6	3,6	3,6	2,7
2017	Nordeste	PI	2201804	Bocaina	Total	Municipal	3,2	2,7	4,1	0,0	5,5	3,4	3,8	0,0	4,2	10,8	0,0	0,0
2017	Nordeste	PI	2201903	Bom Jesus	Total	Municipal	2,7	2,5	3,0	0,6	0,6	2,3	4,7	3,5	3,4	2,2	4,7	1,4
2017	Nordeste	PI	2201919	Bom Princípio do Piauí	Total	Municipal	5,3	1,9	9,1	0,8	2,7	4,4	0,7	1,5	8,5	7,2	10,3	13,0
2017	Nordeste	PI	2201929	Bonfim do Piauí	Total	Municipal	2,3	1,1	4,2	1,1	4,0	0,0	0,7	0,8	8,7	0,0	2,3	5,3
2017	Nordeste	PI	2201945	Boqueirão do Piauí	Total	Municipal	3,5	3,6	3,1	4,4	2,7	5,1	2,7	3,8	3,9	4,5	0,0	2,5
2017	Nordeste	PI	2201960	Brasileira	Total	Municipal	0,2	0,4	0,0	0,9	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Nordeste	PI	2201988	Brejo do Piauí	Total	Municipal	0,8	1,0	0,5	2,5	2,6	0,0	0,0	0,0	1,7	0,0	0,0	0,0
2017	Nordeste	PI	2202000	Buriti dos Lopes	Total	Municipal	2,8	3,4	1,7	5,0	2,4	3,2	3,5	2,9	1,7	1,9	1,4	1,6
2017	Nordeste	PI	2202026	Buriti dos Montes	Total	Municipal	2,1	0,7	3,7	0,0	1,0	0,0	0,9	1,5	3,4	2,5	6,0	2,8
2017	Nordeste	PI	2202059	Cabeceiras do Piauí	Total	Municipal	1,8	1,0	2,9	0,8	0,7	0,8	0,6	1,7	3,8	0,7	1,9	5,6
2017	Nordeste	PI	2202075	Cajazeiras do Piauí	Total	Municipal	1,4	2,0	0,6	0,0	0,0	5,3	0,0	4,3	0,0	0,0	2,4	0,0
2017	Nordeste	PI	2202083	Cajueiro da Praia	Total	Municipal	0,7	0,7	0,7	1,8	0,0	0,0	0,0	2,2	0,5	1,8	0,0	0,0
2017	Nordeste	PI	2202091	Caldeirão Grande do Piauí	Total	Municipal	1,4	1,1	1,7	1,1	1,2	1,2	1,0	1,1	1,2	2,0	1,3	2,2
2017	Nordeste	PI	2202109	Campinas do Piauí	Total	Municipal	3,1	2,9	3,4	2,5	2,5	3,8	3,2	2,2	2,1	3,8	3,2	4,6
2017	Nordeste	PI	2202117	Campo Alegre do Fidalgo	Total	Municipal	3,1	3,2	2,8	2,9	2,3	0,8	5,5	4,1	2,2	3,5	0,0	3,8
2017	Nordeste	PI	2202133	Campo Grande do Piauí	Total	Municipal	2,0	2,8	0,9	4,6	1,2	2,2	0,9	5,3	0,0	0,0	0,0	3,1
2017	Nordeste	PI	2202174	Campo Largo do Piauí	Total	Municipal	0,4	0,5	0,3	0,0	1,4	0,0	0,5	0,8	0,0	0,5	0,7	0,0
2017	Nordeste	PI	2202208	Campo Maior	Total	Municipal	2,0	1,6	2,7	2,0	2,3	1,5	0,8	1,9	2,2	2,3	3,2	3,7
2017	Nordeste	PI	2202251	Canavieira	Total	Municipal	0,9	0,8	0,9	1,7	1,8	0,0	0,0	1,6	0,0	1,7	2,0	0,0
2017	Nordeste	PI	2202307	Canto do Buriti	Total	Municipal	3,4	3,5	3,1	3,1	4,4	4,0	4,9	1,0	1,3	4,2	3,5	4,5
2017	Nordeste	PI	2202406	Capitão de Campos	Total	Municipal	1,0	1,3	0,4	2,1	1,3	1,7	1,4	0,0	0,5	0,0	0,7	0,8
2017	Nordeste	PI	2202455	Capitão Gervásio Oliveira	Total	Municipal	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Nordeste	PI	2202505	Caracol	Total	Municipal	0,2	0,2	0,2	0,0	0,0	0,0	1,2	0,0	0,0	0,0	0,0	1,0
2017	Nordeste	PI	2202539	Caraúbas do Piauí	Total	Municipal	0,8	1,0	0,5	1,1	1,0	1,4	0,0	1,8	1,3	0,0	0,0	0,0
2017	Nordeste	PI	2202554	Caridade do Piauí	Total	Municipal	2,0	2,0	2,1	2,4	2,3	3,5	1,0	0,9	3,9	2,2	1,2	0,0
2017	Nordeste	PI	2202604	Castelo do Piauí	Total	Municipal	5,9	6,1	5,6	6,3	4,6	6,8	6,4	6,3	7,1	6,4	7,9	1,1
2017	Nordeste	PI	2202653	Caxingó	Total	Municipal	1,4	1,2	1,8	1,2	3,3	0,6	0,0	1,7	2,5	0,0	4,9	0,0
2017	Nordeste	PI	2202703	Cocal	Total	Municipal	2,0	2,5	1,1	4,1	3,1	1,9	1,5	2,5	1,5	0,6	0,6	1,6
2017	Nordeste	PI	2202711	Cocal de Telha	Total	Municipal	2,5	3,1	1,8	6,8	1,4	2,8	2,3	3,0	3,0	2,1	0,0	1,3
2017	Nordeste	PI	2202729	Cocal dos Alves	Total	Municipal	1,7	2,5	0,3	1,0	5,1	1,7	4,8	0,6	0,0	1,2	0,0	0,0
2017	Nordeste	PI	2202737	Coivaras	Total	Municipal	2,5	1,7	3,8	2,7	0,0	3,8	0,0	0,0	4,2	1,2	6,2	4,2
2017	Nordeste	PI	2202752	Colônia do Gurguéia	Total	Municipal	5,2	3,6	7,5	3,5	6,2	2,5	4,5	1,8	13,5	3,2	3,1	6,4
2017	Nordeste	PI	2202778	Colônia do Piauí	Total	Municipal	2,3	2,4	2,2	1,1	2,7	3,5	2,4	1,7	2,4	0,0	3,8	2,8
2017	Nordeste	PI	2202802	Conceição do Canindé	Total	Municipal	1,2	0,5	2,0	0,0	1,2	0,0	1,0	0,0	1,3	1,0	3,3	2,6
2017	Nordeste	PI	2202851	Coronel José Dias	Total	Municipal	1,1	1,3	0,9	0,0	0,0	1,0	3,3	0,0	1,2	0,8	1,9	0,0
2017	Nordeste	PI	2202901	Corrente	Total	Municipal	4,8	4,7	5,1	2,2	3,1	5,4	5,2	6,4	5,7	5,0	3,8	5,6
2017	Nordeste	PI	2203008	Cristalândia do Piauí	Total	Municipal	4,2	4,2	4,2	5,5	2,8	5,7	3,0	4,3	4,8	5,0	5,8	0,0
2017	Nordeste	PI	2203107	Cristino Castro	Total	Municipal	3,3	2,7	5,5	2,8	4,1	2,3	2,7	2,0	4,5	4,5	8,0	7,5
2017	Nordeste	PI	2203206	Curimatá	Total	Municipal	4,0	4,3	3,7	4,7	3,3	4,0	4,5	4,6	5,2	2,6	4,3	2,5
2017	Nordeste	PI	2203230	Currais	Total	Municipal	2,3	1,8	3,0	0,0	2,1	3,4	0,7	2,2	2,2	1,9	3,8	5,6
2017	Nordeste	PI	2203255	Curralinhos	Total	Municipal	1,5	1,8	0,9	3,3	1,5	1,9	1,2	1,3	3,0	0,0	0,0	0,0
2017	Nordeste	PI	2203271	Curral Novo do Piauí	Total	Municipal	0,8	1,0	0,6	2,2	0,0	0,8	1,0	1,0	1,9	0,0	0,0	0,0
2017	Nordeste	PI	2203305	Demerval Lobão	Total	Municipal	3,8	4,2	3,2	5,6	5,7	4,4	3,7	2,1	4,7	1,5	2,0	3,3
2017	Nordeste	PI	2203354	Dirceu Arcoverde	Total	Municipal	2,5	2,5	2,6	1,2	2,8	1,1	4,0	2,7	2,5	9,3	0,0	0,0
2017	Nordeste	PI	2203404	Dom Expedito Lopes	Total	Municipal	1,6	1,3	1,9	1,6	0,0	2,9	0,9	0,9	3,3	1,2	1,4	1,0
2017	Nordeste	PI	2203420	Domingos Mourão	Total	Municipal	2,6	1,9	3,5	1,1	4,6	2,1	1,4	0,0	1,5	3,3	3,7	5,2
2017	Nordeste	PI	2203453	Dom Inocêncio	Total	Municipal	2,3	2,3	2,3	5,5	0,9	2,2	2,2	1,4	3,2	1,0	3,4	1,3
2017	Nordeste	PI	2203503	Elesbão Veloso	Total	Municipal	1,8	2,0	1,5	3,1	1,7	2,3	1,5	1,1	1,9	2,1	1,8	0,0
2017	Nordeste	PI	2203602	Eliseu Martins	Total	Municipal	2,8	3,8	1,1	5,8	3,6	2,4	3,9	3,9	1,3	0,0	0,0	2,2
2017	Nordeste	PI	2203701	Esperantina	Total	Municipal	1,6	1,4	1,8	1,7	2,1	1,2	0,7	1,8	2,3	1,6	2,1	1,0
2017	Nordeste	PI	2203750	Fartura do Piauí	Total	Municipal	3,9	3,8	4,1	3,3	0,0	6,3	5,5	3,5	5,6	4,0	3,2	2,9
2017	Nordeste	PI	2203800	Flores do Piauí	Total	Municipal	3,4	3,0	4,0	1,1	6,4	2,8	2,1	1,4	3,1	3,2	7,6	1,9
2017	Nordeste	PI	2203859	Floresta do Piauí	Total	Municipal	1,1	0,5	1,9	3,3	0,0	0,0	0,0	0,0	0,0	4,8	0,0	2,2
2017	Nordeste	PI	2203909	Floriano	Total	Municipal	2,9	3,2	2,5	4,0	2,5	2,2	4,0	3,1	2,8	2,3	2,8	1,7
2017	Nordeste	PI	2204006	Francinópolis	Total	Municipal	3,3	2,8	4,1	1,6	6,2	2,4	3,2	1,2	6,1	4,2	3,1	0,0
2017	Nordeste	PI	2204105	Francisco Ayres	Total	Municipal	2,4	2,2	2,9	3,1	4,8	0,0	2,0	1,4	6,4	1,7	0,0	0,0
2017	Nordeste	PI	2204154	Francisco Macedo	Total	Municipal	1,2	1,8	0,6	0,0	0,0	2,2	6,4	0,0	0,0	0,0	2,3	0,0
2017	Nordeste	PI	2204204	Francisco Santos	Total	Municipal	5,5	4,9	6,6	2,0	1,7	8,8	4,1	6,3	5,9	5,1	11,0	3,3
2017	Nordeste	PI	2204303	Fronteiras	Total	Municipal	3,9	3,3	4,7	2,5	4,1	4,4	3,0	2,1	8,0	4,5	1,6	3,5
2017	Nordeste	PI	2204352	Geminiano	Total	Municipal	2,9	2,6	3,3	1,9	3,1	2,7	1,0	5,1	4,1	5,3	1,3	2,4
2017	Nordeste	PI	2204402	Gilbués	Total	Municipal	2,8	2,1	4,6	0,9	1,5	1,1	2,5	4,6	4,8	3,8	7,7	2,7
2017	Nordeste	PI	2204501	Guadalupe	Total	Municipal	7,0	5,8	9,0	6,3	4,8	3,4	5,6	8,0	11,9	7,6	6,4	8,7
2017	Nordeste	PI	2204550	Guaribas	Total	Municipal	3,9	5,0	2,5	1,4	11,3	4,7	2,9	5,3	2,8	3,3	2,0	1,3
2017	Nordeste	PI	2204600	Hugo Napoleão	Total	Municipal	2,3	3,3	0,5	9,1	2,8	1,7	1,7	1,8	0,0	1,6	0,0	0,0
2017	Nordeste	PI	2204659	Ilha Grande	Total	Municipal	2,5	2,7	2,2	5,2	1,8	3,1	3,0	0,6	1,7	2,8	3,4	0,9
2017	Nordeste	PI	2204709	Inhuma	Total	Municipal	3,0	2,9	3,0	5,5	1,7	3,6	2,3	2,1	1,6	5,5	2,7	2,3
2017	Nordeste	PI	2204808	Ipiranga do Piauí	Total	Municipal	3,0	2,8	3,3	3,0	4,8	2,1	1,4	2,8	3,5	3,0	1,7	5,3
2017	Nordeste	PI	2204907	Isaías Coelho	Total	Municipal	2,3	2,0	2,9	2,7	0,7	1,1	3,2	2,3	3,8	3,5	1,0	2,2
2017	Nordeste	PI	2205003	Itainópolis	Total	Municipal	4,0	2,7	6,3	0,9	3,1	2,2	4,1	2,8	8,5	7,4	1,9	5,6
2017	Nordeste	PI	2205102	Itaueira	Total	Municipal	3,7	3,5	4,0	4,9	4,8	1,4	4,1	2,8	3,6	3,1	6,3	3,6
2017	Nordeste	PI	2205151	Jacobina do Piauí	Total	Municipal	5,6	4,4	6,9	2,6	3,2	4,9	6,5	4,3	6,4	5,3	9,8	6,5
2017	Nordeste	PI	2205201	Jaicós	Total	Municipal	11,8	9,4	15,9	7,5	8,8	10,3	9,5	9,6	16,5	15,1	18,4	12,7
2017	Nordeste	PI	2205250	Jardim do Mulato	Total	Municipal	2,8	2,8	2,9	1,7	0,0	3,2	3,9	4,5	1,6	4,0	2,2	3,5
2017	Nordeste	PI	2205276	Jatobá do Piauí	Total	Municipal	2,7	3,6	1,7	1,4	3,7	4,4	1,6	6,0	3,0	0,9	1,3	1,1
2017	Nordeste	PI	2205300	Jerumenha	Total	Municipal	4,1	4,0	4,3	3,6	6,7	6,0	1,2	2,3	2,0	4,0	5,4	8,7
2017	Nordeste	PI	2205359	João Costa	Total	Municipal	2,1	2,8	1,1	0,0	0,0	0,0	2,7	8,6	0,0	2,1	2,5	0,0
2017	Nordeste	PI	2205409	Joaquim Pires	Total	Municipal	2,0	1,8	2,4	2,6	1,5	2,6	1,1	0,8	2,3	3,3	2,1	1,9
2017	Nordeste	PI	2205458	Joca Marques	Total	Municipal	1,0	1,5	0,4	2,4	0,9	1,8	1,6	0,8	0,0	0,0	1,7	0,0
2017	Nordeste	PI	2205508	José de Freitas	Total	Municipal	2,7	2,6	2,9	3,1	1,7	2,0	3,6	2,8	2,6	3,5	2,5	3,1
2017	Nordeste	PI	2205516	Juazeiro do Piauí	Total	Municipal	1,8	1,6	2,2	0,0	2,5	0,8	4,5	0,0	4,4	3,0	0,0	0,0
2017	Nordeste	PI	2205524	Júlio Borges	Total	Municipal	1,8	2,1	1,3	1,5	2,7	2,3	1,9	2,1	0,0	1,2	1,1	3,4
2017	Nordeste	PI	2205532	Jurema	Total	Municipal	3,0	1,8	4,1	0,0	3,0	3,9	0,9	1,1	7,2	2,2	3,0	2,1
2017	Nordeste	PI	2205540	Lagoinha do Piauí	Total	Municipal	2,5	1,9	3,6	2,2	2,3	1,5	1,6	2,0	7,5	2,3	3,7	0,0
2017	Nordeste	PI	2205557	Lagoa Alegre	Total	Municipal	3,1	2,7	3,5	1,5	2,5	2,6	3,2	3,3	4,3	4,0	1,7	3,6
2017	Nordeste	PI	2205565	Lagoa do Barro do Piauí	Total	Municipal	1,9	1,5	2,3	1,3	1,1	3,5	0,0	1,3	4,7	1,2	1,1	1,4
2017	Nordeste	PI	2205573	Lagoa de São Francisco	Total	Municipal	0,8	0,7	1,0	0,0	1,1	0,0	1,5	0,8	2,0	0,0	1,5	0,0
2017	Nordeste	PI	2205581	Lagoa do Piauí	Total	Municipal	6,4	5,3	8,6	1,7	0,0	7,8	6,9	7,3	4,6	15,7	9,1	4,4
2017	Nordeste	PI	2205599	Lagoa do Sítio	Total	Municipal	1,8	2,1	1,4	2,6	1,2	2,0	3,5	1,1	0,0	2,2	0,0	8,3
2017	Nordeste	PI	2205607	Landri Sales	Total	Municipal	6,5	5,4	7,3	5,6	0,0	0,0	2,9	9,7	12,2	5,4	2,6	0,0
2017	Nordeste	PI	2205706	Luís Correia	Total	Municipal	2,3	3,1	0,8	1,1	4,0	2,7	5,0	2,3	0,6	1,3	0,6	0,5
2017	Nordeste	PI	2205805	Luzilândia	Total	Municipal	2,1	2,2	2,1	3,2	3,3	1,3	1,6	1,8	1,7	2,2	1,4	3,5
2017	Nordeste	PI	2205854	Madeiro	Total	Municipal	2,1	2,0	2,2	3,6	0,0	1,1	3,3	1,8	2,8	1,3	1,5	3,4
2017	Nordeste	PI	2205904	Manoel Emídio	Total	Municipal	2,1	0,4	5,8	0,0	0,0	1,8	0,0	0,0	5,9	0,0	9,4	9,3
2017	Nordeste	PI	2205953	Marcolândia	Total	Municipal	1,6	1,9	1,3	0,5	3,2	1,5	2,4	1,6	2,0	0,9	1,1	1,1
2017	Nordeste	PI	2206001	Marcos Parente	Total	Municipal	1,2	1,4	0,9	2,5	1,4	1,2	2,1	0,0	1,0	0,0	0,0	2,2
2017	Nordeste	PI	2206050	Massapê do Piauí	Total	Municipal	1,1	1,6	0,7	1,6	0,0	4,0	0,0	1,1	0,7	0,9	1,0	0,0
2017	Nordeste	PI	2206100	Matias Olímpio	Total	Municipal	3,2	3,2	3,2	3,0	2,5	2,5	5,7	2,1	2,8	3,1	3,7	3,6
2017	Nordeste	PI	2206209	Miguel Alves	Total	Municipal	1,0	1,2	0,7	0,2	0,0	1,5	2,2	1,3	0,5	0,6	0,4	1,4
2017	Nordeste	PI	2206308	Miguel Leão	Total	Municipal	0,4	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,1
2017	Nordeste	PI	2206357	Milton Brandão	Total	Municipal	1,3	1,3	1,3	2,6	2,9	1,4	0,0	0,6	1,2	0,6	2,2	1,1
2017	Nordeste	PI	2206407	Monsenhor Gil	Total	Municipal	3,0	3,0	2,8	3,8	3,6	4,1	1,9	1,8	3,2	2,2	3,8	1,8
2017	Nordeste	PI	2206506	Monsenhor Hipólito	Total	Municipal	2,2	2,2	2,3	2,9	2,5	1,8	1,9	2,1	0,7	3,6	1,2	4,3
2017	Nordeste	PI	2206605	Monte Alegre do Piauí	Total	Municipal	3,6	3,4	3,9	4,0	0,6	2,9	4,6	4,1	5,1	3,2	4,2	2,3
2017	Nordeste	PI	2206654	Morro Cabeça no Tempo	Total	Municipal	0,8	0,2	1,8	0,9	0,0	0,0	0,0	0,0	1,3	3,1	1,4	1,1
2017	Nordeste	PI	2206670	Morro do Chapéu do Piauí	Total	Municipal	1,2	0,8	1,8	1,7	1,5	0,0	1,2	0,0	2,9	2,5	0,8	0,0
2017	Nordeste	PI	2206696	Murici dos Portelas	Total	Municipal	1,2	0,5	2,1	0,8	0,9	0,0	0,5	0,5	2,5	2,4	2,6	0,0
2017	Nordeste	PI	2206704	Nazaré do Piauí	Total	Municipal	0,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,9	0,0	0,0
2017	Nordeste	PI	2206720	Nazária	Total	Municipal	2,1	3,3	0,2	0,6	3,4	3,4	4,6	4,4	0,0	0,6	0,0	0,0
2017	Nordeste	PI	2206753	Nossa Senhora de Nazaré	Total	Municipal	2,2	1,7	2,9	2,4	1,3	2,7	0,0	2,3	5,5	1,4	2,0	1,6
2017	Nordeste	PI	2206803	Nossa Senhora dos Remédios	Total	Municipal	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Nordeste	PI	2206902	Novo Oriente do Piauí	Total	Municipal	3,0	2,4	4,4	2,4	3,2	2,1	1,6	2,7	4,4	2,1	7,1	4,4
2017	Nordeste	PI	2206951	Novo Santo Antônio	Total	Municipal	1,6	1,8	1,3	0,0	2,1	2,9	2,5	0,0	1,6	1,4	2,3	0,0
2017	Nordeste	PI	2207009	Oeiras	Total	Municipal	2,1	1,4	3,2	1,9	1,9	1,3	1,1	1,1	3,6	3,0	1,8	4,3
2017	Nordeste	PI	2207108	Olho D'Água do Piauí	Total	Municipal	3,0	3,2	2,5	2,2	7,0	0,0	4,8	2,2	1,8	0,0	6,7	4,3
2017	Nordeste	PI	2207207	Padre Marcos	Total	Municipal	7,4	4,5	12,5	1,3	0,0	7,3	7,1	5,5	12,0	17,1	15,7	3,3
2017	Nordeste	PI	2207306	Paes Landim	Total	Municipal	2,3	1,6	3,3	0,0	2,7	1,0	2,2	2,0	2,0	5,7	3,4	1,7
2017	Nordeste	PI	2207355	Pajeú do Piauí	Total	Municipal	0,2	0,0	0,5	0,0	0,0	0,0	0,0	0,0	0,0	1,9	0,0	0,0
2017	Nordeste	PI	2207405	Palmeira do Piauí	Total	Municipal	2,7	2,8	2,5	1,1	1,9	2,9	3,5	3,9	1,3	5,9	1,8	0,0
2017	Nordeste	PI	2207504	Palmeirais	Total	Municipal	1,6	0,9	2,9	1,3	1,1	0,0	1,8	0,7	1,5	3,8	5,6	1,7
2017	Nordeste	PI	2207553	Paquetá	Total	Municipal	2,5	2,5	2,7	0,0	2,4	3,5	2,9	3,4	3,4	2,9	0,0	3,2
2017	Nordeste	PI	2207603	Parnaguá	Total	Municipal	2,4	2,1	3,0	0,6	1,4	3,8	2,9	0,5	2,7	2,9	6,0	0,8
2017	Nordeste	PI	2207702	Parnaíba	Total	Municipal	3,0	3,0	3,0	3,2	2,6	3,2	3,2	2,8	3,3	2,7	3,0	3,0
2017	Nordeste	PI	2207751	Passagem Franca do Piauí	Total	Municipal	5,4	5,5	5,3	6,6	8,1	3,8	7,1	3,3	8,2	8,7	2,2	3,8
2017	Nordeste	PI	2207777	Patos do Piauí	Total	Municipal	2,3	2,2	2,4	1,5	1,3	1,9	1,9	4,3	0,9	4,0	3,0	2,1
2017	Nordeste	PI	2207793	Pau D'Arco do Piauí	Total	Municipal	3,2	1,7	5,6	3,2	0,0	1,2	1,9	2,3	1,6	1,7	15,4	5,1
2017	Nordeste	PI	2207801	Paulistana	Total	Municipal	1,9	1,3	2,7	1,9	2,1	1,4	0,8	0,9	4,4	0,9	1,1	3,8
2017	Nordeste	PI	2207850	Pavussu	Total	Municipal	3,1	3,3	2,6	2,9	6,0	0,0	4,1	3,9	2,8	4,1	0,0	0,0
2017	Nordeste	PI	2207900	Pedro II	Total	Municipal	7,0	5,4	9,0	5,6	6,1	3,3	7,6	4,5	7,6	9,8	9,3	9,8
2017	Nordeste	PI	2207934	Pedro Laurentino	Total	Municipal	2,0	1,8	2,3	3,4	0,0	4,4	1,5	0,0	0,0	0,0	2,6	4,5
2017	Nordeste	PI	2207959	Nova Santa Rita	Total	Municipal	1,8	1,2	2,4	1,6	1,2	1,3	2,2	0,0	2,3	2,4	2,5	2,5
2017	Nordeste	PI	2208007	Picos	Total	Municipal	2,4	2,4	2,6	3,0	2,0	2,2	2,8	1,8	3,4	2,0	2,2	2,2
2017	Nordeste	PI	2208106	Pimenteiras	Total	Municipal	6,2	4,7	8,5	4,5	4,7	2,7	3,2	7,4	8,1	8,8	8,6	9,0
2017	Nordeste	PI	2208205	Pio IX	Total	Municipal	1,9	1,8	2,1	1,9	0,4	0,7	2,8	2,6	0,0	3,0	4,3	1,7
2017	Nordeste	PI	2208304	Piracuruca	Total	Municipal	1,7	1,4	2,2	1,7	2,7	0,5	1,7	0,7	4,1	1,6	1,4	1,4
2017	Nordeste	PI	2208403	Piripiri	Total	Municipal	1,9	2,0	1,6	1,8	1,5	2,5	2,1	2,2	1,9	1,6	1,3	1,3
2017	Nordeste	PI	2208502	Porto	Total	Municipal	4,9	3,4	7,9	2,4	1,8	3,6	4,2	4,4	6,3	13,3	5,5	4,4
2017	Nordeste	PI	2208551	Porto Alegre do Piauí	Total	Municipal	0,9	1,1	0,5	2,2	2,6	1,9	0,0	0,0	0,0	0,0	0,0	3,3
2017	Nordeste	PI	2208601	Prata do Piauí	Total	Municipal	2,6	2,7	2,6	0,0	0,0	2,4	4,0	6,1	2,5	0,0	1,9	5,4
2017	Nordeste	PI	2208650	Queimada Nova	Total	Municipal	0,9	1,2	0,6	2,6	3,3	0,0	0,0	0,6	0,0	0,7	0,0	1,6
2017	Nordeste	PI	2208700	Redenção do Gurguéia	Total	Municipal	3,4	3,2	3,8	1,6	1,5	5,2	2,1	4,7	4,5	4,5	4,2	0,0
2017	Nordeste	PI	2208809	Regeneração	Total	Municipal	2,6	2,3	3,1	0,9	2,1	2,7	3,9	1,3	2,8	3,6	4,3	1,4
2017	Nordeste	PI	2208858	Riacho Frio	Total	Municipal	3,5	4,1	2,5	4,8	6,5	2,9	2,4	4,3	4,8	3,8	0,0	0,0
2017	Nordeste	PI	2208874	Ribeira do Piauí	Total	Municipal	2,2	2,8	1,5	3,6	6,3	3,4	0,0	1,4	1,3	0,0	3,6	0,0
2017	Nordeste	PI	2208908	Ribeiro Gonçalves	Total	Municipal	2,5	2,4	2,5	3,6	1,7	3,3	0,8	3,2	3,1	1,9	2,0	2,9
2017	Nordeste	PI	2209005	Rio Grande do Piauí	Total	Municipal	3,7	2,8	6,5	1,1	6,2	1,9	1,1	3,3	6,3	5,9	9,5	3,6
2017	Nordeste	PI	2209104	Santa Cruz do Piauí	Total	Municipal	1,3	0,7	2,1	0,0	0,0	1,3	1,2	1,0	1,9	1,2	2,4	2,9
2017	Nordeste	PI	2209153	Santa Cruz dos Milagres	Total	Municipal	1,2	0,9	1,8	3,4	0,0	0,0	0,0	1,4	2,8	0,0	0,0	3,8
2017	Nordeste	PI	2209203	Santa Filomena	Total	Municipal	3,8	3,8	3,8	7,5	2,7	5,0	3,1	2,0	7,3	2,0	4,2	0,0
2017	Nordeste	PI	2209302	Santa Luz	Total	Municipal	2,1	2,0	2,4	1,0	1,0	4,6	0,8	1,7	1,1	1,4	10,5	0,0
2017	Nordeste	PI	2209351	Santana do Piauí	Total	Municipal	0,6	0,5	0,8	0,0	0,0	1,3	0,0	1,4	0,0	3,1	0,0	0,0
2017	Nordeste	PI	2209377	Santa Rosa do Piauí	Total	Municipal	2,2	1,5	3,1	1,4	2,4	1,9	0,9	1,1	3,2	5,3	2,2	1,5
2017	Nordeste	PI	2209401	Santo Antônio de Lisboa	Total	Municipal	2,1	1,5	3,1	0,0	3,0	1,0	1,4	2,2	1,1	2,3	7,0	4,0
2017	Nordeste	PI	2209450	Santo Antônio dos Milagres	Total	Municipal	1,9	1,5	2,4	2,3	0,0	2,3	2,0	0,0	2,4	0,0	4,3	4,3
2017	Nordeste	PI	2209500	Santo Inácio do Piauí	Total	Municipal	6,9	1,9	11,9	0,0	0,0	3,2	3,8	2,0	12,3	15,4	6,5	12,5
2017	Nordeste	PI	2209559	São Braz do Piauí	Total	Municipal	1,7	1,2	2,3	0,0	1,5	0,0	0,0	4,7	5,1	2,9	0,0	0,0
2017	Nordeste	PI	2209609	São Félix do Piauí	Total	Municipal	1,9	1,7	2,1	3,2	0,0	1,9	0,0	3,4	2,3	2,6	4,0	0,0
2017	Nordeste	PI	2209658	São Francisco de Assis do Piauí	Total	Municipal	1,5	0,8	2,4	1,3	0,8	1,3	0,8	0,0	2,7	0,9	0,9	5,1
2017	Nordeste	PI	2209708	São Francisco do Piauí	Total	Municipal	1,8	1,9	1,7	0,0	1,1	5,9	2,1	0,0	0,7	0,0	5,0	1,0
2017	Nordeste	PI	2209757	São Gonçalo do Gurguéia	Total	Municipal	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Nordeste	PI	2209807	São Gonçalo do Piauí	Total	Municipal	2,7	2,7	2,6	4,0	3,0	1,5	2,9	2,6	1,9	6,6	0,0	0,0
2017	Nordeste	PI	2209856	São João da Canabrava	Total	Municipal	1,2	1,8	0,3	3,4	5,5	0,0	1,1	1,1	1,2	0,0	0,0	0,0
2017	Nordeste	PI	2209872	São João da Fronteira	Total	Municipal	1,6	1,4	1,7	3,4	0,0	0,8	0,9	2,1	1,5	0,7	3,8	1,1
2017	Nordeste	PI	2209906	São João da Serra	Total	Municipal	2,4	2,2	2,9	0,0	2,5	3,8	2,0	1,7	5,1	1,4	3,4	1,5
2017	Nordeste	PI	2209955	São João da Varjota	Total	Municipal	2,2	1,4	3,4	2,2	0,0	2,1	1,1	1,4	3,2	3,0	7,2	0,0
